structure_id,native_refold_tm_percent,reference_mode,backend,backend_label
6r7t_H_A,86.72478051859106,relaxed,opendde,OpenDDE
6rpj_H_A,93.36621623563308,relaxed,opendde,OpenDDE
6rpj_H_D,94.03944530965892,relaxed,opendde,OpenDDE
6rqm_H_A,74.39246947187267,relaxed,opendde,OpenDDE
6rvc_H_A,76.80613558221722,relaxed,opendde,OpenDDE
6rvc_H_B,77.14138303330935,relaxed,opendde,OpenDDE
6rvc_H_C,78.46669812227009,relaxed,opendde,OpenDDE
6u12_H_A,99.2965381092646,relaxed,opendde,OpenDDE
6u54_H_A,81.62313561191638,relaxed,opendde,OpenDDE
6u55_H_A,84.84810566055258,relaxed,opendde,OpenDDE
6waq_H_A,89.8412402415719,relaxed,opendde,OpenDDE
6war_H_A,97.60290591939211,relaxed,opendde,OpenDDE
6war_H_B,98.28863348340153,relaxed,opendde,OpenDDE
6war_H_C,98.09418225725196,relaxed,opendde,OpenDDE
6war_H_D,97.91297340095308,relaxed,opendde,OpenDDE
6war_H_E,97.9267457675676,relaxed,opendde,OpenDDE
6war_H_F,98.14793743104876,relaxed,opendde,OpenDDE
6war_H_G,98.04386158918776,relaxed,opendde,OpenDDE
6war_I_A,97.85443437403303,relaxed,opendde,OpenDDE
6ww2_H_A,72.0609372484443,relaxed,opendde,OpenDDE
6xzu_H_A,95.17083401673987,relaxed,opendde,OpenDDE
6y1r_H_A,74.74950534986777,relaxed,opendde,OpenDDE
6yz7_H_A,98.11519937787293,relaxed,opendde,OpenDDE
6yz7_H_B,97.70458473333986,relaxed,opendde,OpenDDE
6z2m_H_A,96.72372093886482,relaxed,opendde,OpenDDE
6z2m_H_B,98.61543207010756,relaxed,opendde,OpenDDE
6zcz_H_A,97.66547759939526,relaxed,opendde,OpenDDE
6zh9_H_A,98.48278215827789,relaxed,opendde,OpenDDE
7aej_H_A,12.777910929548923,relaxed,opendde,OpenDDE
7anq_H_A,94.29262952773826,relaxed,opendde,OpenDDE
7azb_H_A,98.65915177377268,relaxed,opendde,OpenDDE
7b14_H_A,93.77281108688638,relaxed,opendde,OpenDDE
7b27_H_A,93.34335588169628,relaxed,opendde,OpenDDE
7b27_H_B,98.12124251005572,relaxed,opendde,OpenDDE
7b5g_H_A,93.62211790054177,relaxed,opendde,OpenDDE
7b5g_H_B,91.8243403027019,relaxed,opendde,OpenDDE
7b5g_H_C,94.45197070805588,relaxed,opendde,OpenDDE
7b5g_H_D,96.48299430812808,relaxed,opendde,OpenDDE
7c8w_H_A,97.1956012967818,relaxed,opendde,OpenDDE
7can_H_A,96.81865166140489,relaxed,opendde,OpenDDE
7cz0_H_A,99.15120817700252,relaxed,opendde,OpenDDE
7cz0_H_B,99.03649795468677,relaxed,opendde,OpenDDE
7cz0_H_C,98.97027933962792,relaxed,opendde,OpenDDE
7cz0_H_D,99.12530693779392,relaxed,opendde,OpenDDE
7czd_H_A,98.48063950965091,relaxed,opendde,OpenDDE
7d6y_H_A,97.45635819226814,relaxed,opendde,OpenDDE
7d8b_H_A,96.92922731375111,relaxed,opendde,OpenDDE
7d8b_H_B,97.02730351815772,relaxed,opendde,OpenDDE
7dst_H_A,32.96143967444471,relaxed,opendde,OpenDDE
7e53_H_A,99.3491086495336,relaxed,opendde,OpenDDE
7eow_H_A,99.09273470908572,relaxed,opendde,OpenDDE
7fat_H_A,92.7539401912236,relaxed,opendde,OpenDDE
7fau_H_A,94.10280685188656,relaxed,opendde,OpenDDE
7jhg_H_A,63.03272684371469,relaxed,opendde,OpenDDE
7jhh_H_A,89.65860693746647,relaxed,opendde,OpenDDE
7jkm_H_A,62.53012796540044,relaxed,opendde,OpenDDE
7kgj_H_A,98.48058200312776,relaxed,opendde,OpenDDE
7kgk_H_A,98.71475783823792,relaxed,opendde,OpenDDE
7klw_H_A,97.20612533635848,relaxed,opendde,OpenDDE
7klw_H_B,97.06785637302026,relaxed,opendde,OpenDDE
7km5_H_A,97.90955132601184,relaxed,opendde,OpenDDE
7km5_H_B,97.93901297416528,relaxed,opendde,OpenDDE
7kn5_H_A,98.38842783193628,relaxed,opendde,OpenDDE
7kn5_H_B,98.58644741980363,relaxed,opendde,OpenDDE
7kn6_H_A,96.75988510168312,relaxed,opendde,OpenDDE
7kn7_H_A,96.74949516569497,relaxed,opendde,OpenDDE
7ldj_H_A,97.2671135451524,relaxed,opendde,OpenDDE
7ldj_H_B,97.00274767143983,relaxed,opendde,OpenDDE
7ldj_H_C,95.20371865717506,relaxed,opendde,OpenDDE
7ldj_H_D,95.6416182919546,relaxed,opendde,OpenDDE
7lx5_H_A,96.86623874496236,relaxed,opendde,OpenDDE
7lx5_H_B,96.51218098139378,relaxed,opendde,OpenDDE
7m74_H_A,65.10323032212959,relaxed,opendde,OpenDDE
7mdw_H_A,93.5540030102058,relaxed,opendde,OpenDDE
7mdw_H_B,93.71657504825018,relaxed,opendde,OpenDDE
7mej_H_A,86.41229123765675,relaxed,opendde,OpenDDE
7mji_H_A,98.0387363412878,relaxed,opendde,OpenDDE
7n0r_H_A,93.8381941649013,relaxed,opendde,OpenDDE
7n0r_H_B,91.59229736253566,relaxed,opendde,OpenDDE
7n9a_H_A,95.51818096896451,relaxed,opendde,OpenDDE
7n9u_H_A,70.26389746625141,relaxed,opendde,OpenDDE
7n9u_H_B,82.72047895655975,relaxed,opendde,OpenDDE
7n9v_H_A,58.92846894432504,relaxed,opendde,OpenDDE
7n9v_H_B,56.49871056650731,relaxed,opendde,OpenDDE
7n9v_H_C,29.33855454781141,relaxed,opendde,OpenDDE
7n9v_H_D,93.34580355789184,relaxed,opendde,OpenDDE
7n9x_H_A,85.95134953829674,relaxed,opendde,OpenDDE
7n9x_H_B,82.92857928370935,relaxed,opendde,OpenDDE
7n9x_H_C,82.43873481915173,relaxed,opendde,OpenDDE
7ndf_H_A,84.63212231666613,relaxed,opendde,OpenDDE
7ndf_H_B,83.7844937718095,relaxed,opendde,OpenDDE
7nll_H_A,97.54302029041288,relaxed,opendde,OpenDDE
7nll_H_B,97.1104626826202,relaxed,opendde,OpenDDE
7nmu_H_A,33.92600508498151,relaxed,opendde,OpenDDE
7nmu_H_B,34.25818250711275,relaxed,opendde,OpenDDE
7now_H_A,97.57833927315046,relaxed,opendde,OpenDDE
7now_H_B,98.73796481050418,relaxed,opendde,OpenDDE
7nvo_H_A,95.0898569956919,relaxed,opendde,OpenDDE
7nvo_H_B,94.91218911978268,relaxed,opendde,OpenDDE
7nxx_H_A,98.72657732444009,relaxed,opendde,OpenDDE
7o06_H_A,91.17811066947397,relaxed,opendde,OpenDDE
7o0s_H_A,90.89248589244325,relaxed,opendde,OpenDDE
7o31_H_A,98.41473552403797,relaxed,opendde,OpenDDE
7oao_H_A,98.4362145384728,relaxed,opendde,OpenDDE
7oap_H_A,96.65113502167895,relaxed,opendde,OpenDDE
7oaq_H_A,96.7637045941807,relaxed,opendde,OpenDDE
7oau_H_A,99.05948343613582,relaxed,opendde,OpenDDE
7oay_H_A,99.13613722012072,relaxed,opendde,OpenDDE
7oay_H_B,98.59407773233912,relaxed,opendde,OpenDDE
7oay_H_C,98.72882034178852,relaxed,opendde,OpenDDE
7oay_H_D,98.64151927405328,relaxed,opendde,OpenDDE
7oay_H_E,98.85511849817809,relaxed,opendde,OpenDDE
7oay_H_F,98.3805835712469,relaxed,opendde,OpenDDE
7olz_H_A,95.23335728643848,relaxed,opendde,OpenDDE
7ozt_H_A,96.75672617434,relaxed,opendde,OpenDDE
7php_H_A,88.18960636513616,relaxed,opendde,OpenDDE
7phq_H_A,65.82988738594071,relaxed,opendde,OpenDDE
7phq_H_B,63.91603396603932,relaxed,opendde,OpenDDE
7pij_H_A,96.0305780505966,relaxed,opendde,OpenDDE
7q3r_H_A,98.40828463799691,relaxed,opendde,OpenDDE
7q6c_H_A,97.9644335593226,relaxed,opendde,OpenDDE
7r1z_H_A,16.728125596892635,relaxed,opendde,OpenDDE
7r1z_H_B,21.834139627266744,relaxed,opendde,OpenDDE
7r23_H_A,13.96209883876614,relaxed,opendde,OpenDDE
7r23_H_B,86.20016978212216,relaxed,opendde,OpenDDE
7r24_H_A,57.9200936573557,relaxed,opendde,OpenDDE
7r24_H_B,13.923688661498645,relaxed,opendde,OpenDDE
7r98_H_A,94.99589893396583,relaxed,opendde,OpenDDE
7r98_H_B,93.51728282646984,relaxed,opendde,OpenDDE
7r98_H_C,94.27137321607243,relaxed,opendde,OpenDDE
7rby_H_A,96.91149078396867,relaxed,opendde,OpenDDE
7rby_H_B,98.18521015196502,relaxed,opendde,OpenDDE
7saj_H_A,99.19955789644436,relaxed,opendde,OpenDDE
7saj_H_B,99.1038559907944,relaxed,opendde,OpenDDE
7saj_H_C,99.27178185622712,relaxed,opendde,OpenDDE
7saj_H_D,99.0800766063026,relaxed,opendde,OpenDDE
7saj_H_E,99.00091370940196,relaxed,opendde,OpenDDE
7sak_H_A,92.57107620321456,relaxed,opendde,OpenDDE
7sk5_H_A,62.70298539619121,relaxed,opendde,OpenDDE
7sk7_H_A,97.63057851672366,relaxed,opendde,OpenDDE
7tuy_H_A,66.46829776041236,relaxed,opendde,OpenDDE
7vnb_H_A,86.06132195222203,relaxed,opendde,OpenDDE
7voa_H_A,97.77432608610282,relaxed,opendde,OpenDDE
7w1s_H_A,97.81975382721303,relaxed,opendde,OpenDDE
7wd1_H_A,98.19254226297784,relaxed,opendde,OpenDDE
7wd1_H_B,98.0776174355512,relaxed,opendde,OpenDDE
7wki_H_A,90.81494948454392,relaxed,opendde,OpenDDE
7wpd_H_A,76.13568565628732,relaxed,opendde,OpenDDE
7wpe_H_A,86.36364189668878,relaxed,opendde,OpenDDE
7wpe_H_B,84.05221866819336,relaxed,opendde,OpenDDE
7wpf_H_A,80.42164248358755,relaxed,opendde,OpenDDE
7wpf_H_B,78.52423282334809,relaxed,opendde,OpenDDE
7wpf_H_C,80.98212847750166,relaxed,opendde,OpenDDE
7x2j_H_A,98.82873945792296,relaxed,opendde,OpenDDE
7x2k_H_A,99.15040250510852,relaxed,opendde,OpenDDE
7x2m_H_A,97.99052031569585,relaxed,opendde,OpenDDE
7x7d_H_A,95.62120261752042,relaxed,opendde,OpenDDE
7x7d_H_B,98.0656543468634,relaxed,opendde,OpenDDE
7x7d_H_C,96.82027908344013,relaxed,opendde,OpenDDE
7x7e_H_A,98.188795582889,relaxed,opendde,OpenDDE
7x7e_H_B,97.8439921925937,relaxed,opendde,OpenDDE
7x7e_H_C,97.90251197422045,relaxed,opendde,OpenDDE
7xod_H_A,71.08895333883186,relaxed,opendde,OpenDDE
7xod_H_B,72.09995124370782,relaxed,opendde,OpenDDE
7xod_H_C,75.36809826269824,relaxed,opendde,OpenDDE
7xqv_H_A,98.21014814982632,relaxed,opendde,OpenDDE
7xtp_H_A,96.77082712015503,relaxed,opendde,OpenDDE
7xtp_H_B,96.98233283578446,relaxed,opendde,OpenDDE
7y0o_H_A,90.33759947708992,relaxed,opendde,OpenDDE
7yud_H_A,66.67940492664437,relaxed,opendde,OpenDDE
7yuf_H_A,94.6153198003972,relaxed,opendde,OpenDDE
7z1a_H_A,98.82597697133755,relaxed,opendde,OpenDDE
7z1a_H_B,98.90845357617177,relaxed,opendde,OpenDDE
7z1a_H_C,98.3035427808259,relaxed,opendde,OpenDDE
7z1a_H_D,98.42407803838331,relaxed,opendde,OpenDDE
7z1b_H_A,98.22202333062212,relaxed,opendde,OpenDDE
7z1b_H_B,98.49665385508986,relaxed,opendde,OpenDDE
7z1b_H_C,98.45815997818208,relaxed,opendde,OpenDDE
7z1b_H_D,98.0215775948802,relaxed,opendde,OpenDDE
7z1c_H_A,98.17856448156816,relaxed,opendde,OpenDDE
7z1c_H_B,98.34204731151677,relaxed,opendde,OpenDDE
7z1d_H_A,99.35810797305466,relaxed,opendde,OpenDDE
7z1e_H_A,98.69785578366738,relaxed,opendde,OpenDDE
7zf4_H_A,97.11032332252483,relaxed,opendde,OpenDDE
7zfb_H_A,97.90934137285294,relaxed,opendde,OpenDDE
7zfb_H_B,97.29047652948896,relaxed,opendde,OpenDDE
7zfc_H_A,94.62191695027946,relaxed,opendde,OpenDDE
7zfe_H_A,96.31574509139114,relaxed,opendde,OpenDDE
7zfe_H_B,96.04511041955332,relaxed,opendde,OpenDDE
7zfe_H_C,96.4793815632056,relaxed,opendde,OpenDDE
7zfe_H_D,89.77554773856198,relaxed,opendde,OpenDDE
7zk1_H_A,88.20150082128919,relaxed,opendde,OpenDDE
7zk1_H_B,97.45275690844528,relaxed,opendde,OpenDDE
7zkz_H_A,97.3416514906624,relaxed,opendde,OpenDDE
7zkz_H_B,97.33052436741282,relaxed,opendde,OpenDDE
7zlg_H_A,60.9251980273062,relaxed,opendde,OpenDDE
7zlh_H_A,66.91688579452982,relaxed,opendde,OpenDDE
7zli_H_A,60.35105528249325,relaxed,opendde,OpenDDE
7zlj_H_A,85.83969839562876,relaxed,opendde,OpenDDE
7zyi_H_A,68.46543977425921,relaxed,opendde,OpenDDE
8aom_H_A,93.50865523479978,relaxed,opendde,OpenDDE
8bev_H_A,93.10131520662112,relaxed,opendde,OpenDDE
8c3k_H_A,91.38391507228675,relaxed,opendde,OpenDDE
8c8p_H_A,94.9679375259573,relaxed,opendde,OpenDDE
8cii_H_A,98.40195844706994,relaxed,opendde,OpenDDE
8cwv_H_A,98.06019151666902,relaxed,opendde,OpenDDE
8cyj_H_A,87.24764679740585,relaxed,opendde,OpenDDE
8cyj_H_B,87.329375856865,relaxed,opendde,OpenDDE
8cyj_H_C,85.5902043685141,relaxed,opendde,OpenDDE
8cyj_H_D,87.59448561345339,relaxed,opendde,OpenDDE
8di5_H_A,94.9095195892316,relaxed,opendde,OpenDDE
8dly_H_A,94.87988011073048,relaxed,opendde,OpenDDE
8dm0_H_A,95.05892479597756,relaxed,opendde,OpenDDE
8dqu_H_A,22.54713266144861,relaxed,opendde,OpenDDE
8dqu_H_B,24.920212368325924,relaxed,opendde,OpenDDE
8elo_H_A,98.7521157070788,relaxed,opendde,OpenDDE
8elp_H_A,98.86003238067028,relaxed,opendde,OpenDDE
8elq_H_A,97.8422879347356,relaxed,opendde,OpenDDE
8ew6_H_A,86.58738984064757,relaxed,opendde,OpenDDE
8g79_H_A,95.1283386571656,relaxed,opendde,OpenDDE
8g79_H_B,94.08919858539002,relaxed,opendde,OpenDDE
8g79_H_C,95.25369646319784,relaxed,opendde,OpenDDE
8gq5_H_A,43.29710438826698,relaxed,opendde,OpenDDE
8gq5_H_B,50.60081571949644,relaxed,opendde,OpenDDE
8gq5_H_C,45.88495816769653,relaxed,opendde,OpenDDE
8gq5_H_D,43.10900542034729,relaxed,opendde,OpenDDE
8gq5_H_E,43.64465543310887,relaxed,opendde,OpenDDE
8gq5_H_F,49.47640965850495,relaxed,opendde,OpenDDE
8gq5_H_G,38.14214259015732,relaxed,opendde,OpenDDE
8gq5_I_A,39.9570149223421,relaxed,opendde,OpenDDE
8gq5_I_B,41.038267168095736,relaxed,opendde,OpenDDE
8gq5_I_C,55.63458512207015,relaxed,opendde,OpenDDE
8gq5_I_D,49.90292507713466,relaxed,opendde,OpenDDE
8gq5_I_E,49.57811298210711,relaxed,opendde,OpenDDE
8gq5_I_F,45.00864574427544,relaxed,opendde,OpenDDE
8gq5_I_G,40.173606719309845,relaxed,opendde,OpenDDE
8gq5_J_A,47.960484782507336,relaxed,opendde,OpenDDE
8gq5_J_B,41.99754606380593,relaxed,opendde,OpenDDE
8gsi_H_A,74.34179379001228,relaxed,opendde,OpenDDE
8h5t_H_A,92.74037473623744,relaxed,opendde,OpenDDE
8h5u_H_A,98.70867668516216,relaxed,opendde,OpenDDE
8h5u_H_B,98.53268738170908,relaxed,opendde,OpenDDE
8h91_H_A,98.32575206130926,relaxed,opendde,OpenDDE
8h91_H_B,99.00733715933518,relaxed,opendde,OpenDDE
8hbg_H_A,22.826627671942028,relaxed,opendde,OpenDDE
8hbi_H_A,48.14772830645111,relaxed,opendde,OpenDDE
8hbj_H_A,22.25294457066759,relaxed,opendde,OpenDDE
8hbj_H_B,38.720747207288376,relaxed,opendde,OpenDDE
8heg_H_A,23.217051164683507,relaxed,opendde,OpenDDE
8hii_H_A,75.731425502236,relaxed,opendde,OpenDDE
8hij_H_A,89.58691775447893,relaxed,opendde,OpenDDE
8hik_H_A,56.52051163017469,relaxed,opendde,OpenDDE
8hr2_H_A,94.47092876432848,relaxed,opendde,OpenDDE
8hr2_H_B,94.8422380081472,relaxed,opendde,OpenDDE
8ilx_H_A,99.10677077539188,relaxed,opendde,OpenDDE
8ilx_H_B,99.2934706591075,relaxed,opendde,OpenDDE
8im0_H_A,99.31637839116632,relaxed,opendde,OpenDDE
8im1_H_A,99.27342324339156,relaxed,opendde,OpenDDE
8j5j_H_A,98.3552493839956,relaxed,opendde,OpenDDE
8j9o_H_A,93.93458720567588,relaxed,opendde,OpenDDE
8jh7_H_A,66.15839754313035,relaxed,opendde,OpenDDE
8jhc_H_A,63.11821265295588,relaxed,opendde,OpenDDE
8jys_H_A,86.90954899075142,relaxed,opendde,OpenDDE
8jys_H_B,90.14270677200062,relaxed,opendde,OpenDDE
8k33_H_A,99.4654734465497,relaxed,opendde,OpenDDE
8k33_H_B,99.59686734126775,relaxed,opendde,OpenDDE
8k33_H_C,99.69051635511592,relaxed,opendde,OpenDDE
8k33_H_D,99.19506532772787,relaxed,opendde,OpenDDE
8k33_H_E,99.45164030320686,relaxed,opendde,OpenDDE
8k33_H_F,99.67549166833518,relaxed,opendde,OpenDDE
8k33_H_G,99.51455488023451,relaxed,opendde,OpenDDE
8k33_I_A,99.66519078250096,relaxed,opendde,OpenDDE
8k33_I_B,99.4942784275805,relaxed,opendde,OpenDDE
8k33_I_C,99.59330225652153,relaxed,opendde,OpenDDE
8k33_I_D,99.54523784605207,relaxed,opendde,OpenDDE
8k33_I_E,99.5547700545668,relaxed,opendde,OpenDDE
8k3a_H_A,99.0393448538764,relaxed,opendde,OpenDDE
8k3l_H_A,99.39895492577736,relaxed,opendde,OpenDDE
8k3l_H_B,99.1450483819956,relaxed,opendde,OpenDDE
8k3l_H_C,99.31061768894104,relaxed,opendde,OpenDDE
8k3l_H_D,99.30963497055862,relaxed,opendde,OpenDDE
8k4q_H_A,95.86804437401253,relaxed,opendde,OpenDDE
8kae_H_A,91.06194131719528,relaxed,opendde,OpenDDE
8odx_H_A,70.53626873334512,relaxed,opendde,OpenDDE
8owt_H_A,97.63414005405984,relaxed,opendde,OpenDDE
8owt_H_B,97.53505148238608,relaxed,opendde,OpenDDE
8owt_H_C,98.6705152681756,relaxed,opendde,OpenDDE
8owt_H_D,98.98095009844684,relaxed,opendde,OpenDDE
8owv_H_A,97.39500643447457,relaxed,opendde,OpenDDE
8ozb_H_A,96.46944558917475,relaxed,opendde,OpenDDE
8ozb_H_B,96.10396463376944,relaxed,opendde,OpenDDE
8pih_H_A,88.61028525526022,relaxed,opendde,OpenDDE
8pih_H_B,94.12056519960235,relaxed,opendde,OpenDDE
8pkc_H_A,96.8669688208744,relaxed,opendde,OpenDDE
8pkc_H_B,97.34903202505272,relaxed,opendde,OpenDDE
8q7s_H_A,96.41746662695216,relaxed,opendde,OpenDDE
8q7s_H_B,98.61613675031415,relaxed,opendde,OpenDDE
8q7s_H_C,98.30085566194022,relaxed,opendde,OpenDDE
8q7s_H_D,98.58027860148944,relaxed,opendde,OpenDDE
8q7s_H_E,98.70789605414367,relaxed,opendde,OpenDDE
8q7s_H_F,97.77532527692476,relaxed,opendde,OpenDDE
8q93_H_A,92.08173066791488,relaxed,opendde,OpenDDE
8q93_H_B,92.3236292871445,relaxed,opendde,OpenDDE
8q94_H_A,93.80735507224404,relaxed,opendde,OpenDDE
8q94_H_B,94.57504316788788,relaxed,opendde,OpenDDE
8q95_H_A,90.95794930356702,relaxed,opendde,OpenDDE
8q95_H_B,90.32466171785208,relaxed,opendde,OpenDDE
8qf3_H_A,96.01507076609818,relaxed,opendde,OpenDDE
8qf3_H_B,96.67957954007382,relaxed,opendde,OpenDDE
8qf5_H_A,78.96619098837499,relaxed,opendde,OpenDDE
8qf5_H_B,72.2864876809565,relaxed,opendde,OpenDDE
8qgx_H_A,99.2903319235384,relaxed,opendde,OpenDDE
8qj2_H_A,88.50242019181948,relaxed,opendde,OpenDDE
8qot_H_A,58.97355766534439,relaxed,opendde,OpenDDE
8r61_H_A,96.35124734104318,relaxed,opendde,OpenDDE
8r61_H_B,98.13845271983752,relaxed,opendde,OpenDDE
8r61_H_C,98.42255185598148,relaxed,opendde,OpenDDE
8r61_H_D,96.59934458888765,relaxed,opendde,OpenDDE
8r61_H_E,98.22152643734886,relaxed,opendde,OpenDDE
8r61_H_F,98.07527110252444,relaxed,opendde,OpenDDE
8r80_H_A,98.3399954903732,relaxed,opendde,OpenDDE
8r80_H_B,97.3249668104401,relaxed,opendde,OpenDDE
8rby_H_A,97.30528496192052,relaxed,opendde,OpenDDE
8rcq_H_A,61.480638124435096,relaxed,opendde,OpenDDE
8rj7_H_A,99.02194603942854,relaxed,opendde,OpenDDE
8rj7_H_B,98.53062039029656,relaxed,opendde,OpenDDE
8rj7_H_C,98.80666589662124,relaxed,opendde,OpenDDE
8rj7_H_D,98.56394240637448,relaxed,opendde,OpenDDE
8rj7_H_E,98.15892649224936,relaxed,opendde,OpenDDE
8rmm_H_A,86.74959260601308,relaxed,opendde,OpenDDE
8rqf_H_A,97.12974890310572,relaxed,opendde,OpenDDE
8rwf_H_A,88.55194339652789,relaxed,opendde,OpenDDE
8rwf_H_B,88.62670442496304,relaxed,opendde,OpenDDE
8rwf_H_C,88.23705804532754,relaxed,opendde,OpenDDE
8sk5_H_A,98.94914785344648,relaxed,opendde,OpenDDE
8t58_H_A,79.38425307565046,relaxed,opendde,OpenDDE
8t58_H_B,61.35831191772737,relaxed,opendde,OpenDDE
8t9y_H_A,83.1960850973718,relaxed,opendde,OpenDDE
8tb7_H_A,98.0668770357252,relaxed,opendde,OpenDDE
8tgz_H_A,40.213137844760496,relaxed,opendde,OpenDDE
8tii_H_A,92.43980921859844,relaxed,opendde,OpenDDE
8u3s_H_A,96.93872755652636,relaxed,opendde,OpenDDE
8u4v_H_A,65.33851543387794,relaxed,opendde,OpenDDE
8u9y_H_A,42.24285664969908,relaxed,opendde,OpenDDE
8uoa_H_A,87.9997157471883,relaxed,opendde,OpenDDE
8w90_H_A,91.72793950596204,relaxed,opendde,OpenDDE
8w90_H_B,95.08739956496127,relaxed,opendde,OpenDDE
8w90_H_C,90.7228521059968,relaxed,opendde,OpenDDE
8wnp_H_A,95.70633863724088,relaxed,opendde,OpenDDE
8wnp_H_B,94.54113008259613,relaxed,opendde,OpenDDE
8wnu_H_A,56.49383509513963,relaxed,opendde,OpenDDE
8wnu_H_B,74.83454605862381,relaxed,opendde,OpenDDE
8wo4_H_A,71.9050990662792,relaxed,opendde,OpenDDE
8wo4_H_B,66.43662698248411,relaxed,opendde,OpenDDE
8x7n_H_A,97.93879065984775,relaxed,opendde,OpenDDE
8x7n_H_B,98.01216749426166,relaxed,opendde,OpenDDE
8x7n_H_C,97.66587276059408,relaxed,opendde,OpenDDE
8x7n_H_D,97.78074594662364,relaxed,opendde,OpenDDE
8x7n_H_E,98.01609890571622,relaxed,opendde,OpenDDE
8xk2_H_A,97.01343552613366,relaxed,opendde,OpenDDE
8xk2_H_B,95.0854972383962,relaxed,opendde,OpenDDE
8xk2_H_C,95.39367052648448,relaxed,opendde,OpenDDE
8xk2_H_D,93.06138980449134,relaxed,opendde,OpenDDE
8xld_H_A,98.49883621361822,relaxed,opendde,OpenDDE
8xvj_H_A,96.36362071477778,relaxed,opendde,OpenDDE
8xvk_H_A,63.33942308934967,relaxed,opendde,OpenDDE
8xvl_H_A,71.52849324052727,relaxed,opendde,OpenDDE
8ybl_H_A,98.54757678188491,relaxed,opendde,OpenDDE
8ybm_H_A,98.90816812389204,relaxed,opendde,OpenDDE
8ybm_H_B,98.2643614022638,relaxed,opendde,OpenDDE
8ybn_H_A,95.55868248620284,relaxed,opendde,OpenDDE
8ybo_H_A,98.86548061771526,relaxed,opendde,OpenDDE
8ybo_H_B,98.7599956810046,relaxed,opendde,OpenDDE
8ybp_H_A,96.19211250078654,relaxed,opendde,OpenDDE
8yns_H_A,92.70209432567988,relaxed,opendde,OpenDDE
8ynt_H_A,54.85522999511527,relaxed,opendde,OpenDDE
8ysf_H_A,95.58406218007153,relaxed,opendde,OpenDDE
8ysf_H_B,96.7290695816924,relaxed,opendde,OpenDDE
8ysh_H_A,98.49831103154138,relaxed,opendde,OpenDDE
8yw6_H_A,73.25459292362187,relaxed,opendde,OpenDDE
8yw8_H_A,70.87981306688776,relaxed,opendde,OpenDDE
8z8l_H_A,94.41171589506676,relaxed,opendde,OpenDDE
8zbb_H_A,84.52300437216287,relaxed,opendde,OpenDDE
8zer_H_A,96.58241034321225,relaxed,opendde,OpenDDE
8zer_H_B,98.4158255322878,relaxed,opendde,OpenDDE
8zer_H_C,97.57321374656178,relaxed,opendde,OpenDDE
8zer_H_D,97.5235906082664,relaxed,opendde,OpenDDE
8zer_H_E,97.55054805316288,relaxed,opendde,OpenDDE
8zes_H_A,98.23460392724516,relaxed,opendde,OpenDDE
8zes_H_B,97.98467901549644,relaxed,opendde,OpenDDE
8zes_H_C,97.99358309148512,relaxed,opendde,OpenDDE
8zes_H_D,98.1942380609442,relaxed,opendde,OpenDDE
8zes_H_E,97.49153701577389,relaxed,opendde,OpenDDE
8zrd_H_A,98.48110420340598,relaxed,opendde,OpenDDE
8zrd_H_B,94.37150816483803,relaxed,opendde,OpenDDE
9b2c_H_A,58.32696752983309,relaxed,opendde,OpenDDE
9bei_H_A,66.10359180042221,relaxed,opendde,OpenDDE
9cmi_H_A,69.95692129749803,relaxed,opendde,OpenDDE
9co7_H_A,92.50215799321194,relaxed,opendde,OpenDDE
9co9_H_A,93.82051996147746,relaxed,opendde,OpenDDE
9d3e_H_A,71.35271831081575,relaxed,opendde,OpenDDE
9d3g_H_A,67.38599681793534,relaxed,opendde,OpenDDE
9dpe_H_A,97.8245638212233,relaxed,opendde,OpenDDE
9ee5_H_A,63.35070165404986,relaxed,opendde,OpenDDE
9ehs_H_A,65.20452574117243,relaxed,opendde,OpenDDE
9ei5_H_A,93.67260997369948,relaxed,opendde,OpenDDE
9ekh_H_A,69.84367685707265,relaxed,opendde,OpenDDE
9ert_H_A,94.14620711874495,relaxed,opendde,OpenDDE
9eru_H_A,95.73891530954933,relaxed,opendde,OpenDDE
9eru_H_B,95.90858042079287,relaxed,opendde,OpenDDE
9eru_H_C,96.05280023997848,relaxed,opendde,OpenDDE
9eru_H_D,97.15372189349304,relaxed,opendde,OpenDDE
9erw_H_A,95.61018268981516,relaxed,opendde,OpenDDE
9etl_H_A,97.40145681661176,relaxed,opendde,OpenDDE
9etl_H_B,97.0955527918954,relaxed,opendde,OpenDDE
9ezi_H_A,98.0559918380736,relaxed,opendde,OpenDDE
9ezu_H_A,96.959103612389,relaxed,opendde,OpenDDE
9ezw_H_A,98.301345464691,relaxed,opendde,OpenDDE
9fww_H_A,97.38022456121398,relaxed,opendde,OpenDDE
9fzc_H_A,96.53313709028252,relaxed,opendde,OpenDDE
9fzc_H_B,96.42341069969775,relaxed,opendde,OpenDDE
9fzd_H_A,97.34146665926542,relaxed,opendde,OpenDDE
9g4g_H_A,83.70479519331099,relaxed,opendde,OpenDDE
9g5l_H_A,97.86948237589536,relaxed,opendde,OpenDDE
9g5z_H_A,97.9411362747458,relaxed,opendde,OpenDDE
9gcn_H_A,90.55481635222247,relaxed,opendde,OpenDDE
9gcn_H_B,92.03291743941058,relaxed,opendde,OpenDDE
9gcn_H_C,92.25441749435696,relaxed,opendde,OpenDDE
